subject,trialCode,code,number,name,rhythm,harmony,condition,block,startTime,response,rt,trigger
ytduetu,0,0,24,LR7 MH4,low,medium,pleasure,practice,5.711775839983602,3,12.13254930000403,204
ytduetu,0,0,81,HR7 HH6,high,high,pleasure,practice,19.864173739988473,4,11.65751520000049,202
ytduetu,64,16,44,Rumba Clave MR2 HH5,medium,high,pleasure,main,36.72135683998931,3,11.09190359999775,124
